Production Date,Model.Suffix,SET_ID,Module_PN,Module,Panel,PSU,PCBA_PN,Mainboard (PCBA),IN_SMT_WO,CLCT_ITEM_CODE,CLCT_ITEM1_VALUE,MAC_ADDRESS
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07236,EAJ30028801,R7BAM1J2E300288015D1E,---,LR5LC659207611872,EBR24455405,IO56K100GE,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48076
2025-10-14,55UA84006LB.UPEFLWK,510ONKW07229,EAJ30028801,R7BAP8J2E300288015E1E,---,LR5LC659207611464,EBR24455405,IO56K100W3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47726
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07232,EAJ30028801,R7BALVJ2E300288015D1E,---,LR5LC659207611480,EBR24455405,IO56K100DJ,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48310
2025-10-14,55UA84006LB.UPEFLWK,510ONFJ07235,EAJ30028801,R7BALXJ2E300288015D1E,---,LR56Y659207612512,EBR24455405,IO56K101AJ,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFE3C
2025-10-14,55UA84006LB.UPEFLWK,510ONHT07241,EAJ30028801,R7BAMAJ2E300288015D1E,---,LR5LC659207611888,EBR24455405,IO56K1015P,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46C9C
2025-10-14,55UA84006LB.UPEFLWK,510ONCD07243,EAJ30028801,R7BB3LJ2E300288015E1E,---,LR5HY659207611483,EBR24455405,IO56K1013W,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46F0D
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07242,EAJ30028801,R7BB3HJ2E300288015E1E,---,LR5LC659207611496,EBR24455405,IO56K1018B,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC9C
2025-10-14,55UA84006LB.UPEFLWK,510ONGE07247,EAJ30028801,R7BB3WJ2E300288015E1E,---,LR5LC659207611508,EBR24455405,IO56K1015Q,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46CA3
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07250,EAJ30028801,R7BB44J2E300288015E1E,---,LR56Y659207612474,EBR24455405,IO56K1017Z,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFD88
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07252,EAJ30028801,R7BB1QJ2E300288015E1E,---,LR5KC659207610071,EBR24455405,IO56K1018F,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFAC7
2025-10-14,55UA84006LB.UPEFLWK,510ONMP07251,EAJ30028801,R7BB48J2E300288015E1E,---,LR5LC659207611478,EBR24455405,IO56K100VQ,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47775
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07300,EAJ30028801,R7B9G1J2E300288015D1E,---,LR5G7659207612524,EBR24455405,IO56K1015K,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46CC8
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07304,EAJ30028801,R7BAGFJ2E300288015D1E,---,LR5G7659207612522,EBR24455405,IO56K10173,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46BDF
2025-10-14,55UA84006LB.UPEFLWK,510ONFJ07259,EAJ30028801,R7BB24J2E300288015E1E,---,LR5LC659207610524,EBR24455405,IO56K101FZ,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFCE2
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07263,EAJ30028801,R7B9XPJ2E300288015D1E,---,LR5LC659207610512,EBR24455405,IO56K1017C,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46B3B
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07270,EAJ30028801,R7B9X4J2E300288015D1E,---,LR5LC659207611199,EBR24455405,IO56K101G0,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC0E
2025-10-14,55UA84006LB.UPEFLWK,510ONBL07261,EAJ30028801,R7BB1WJ2E300288015E1E,---,LR5LC659207610503,EBR24455405,IO56K100GL,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48053
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07266,EAJ30028801,R7B9XCJ2E300288015D1E,---,LR5LC659207611009,EBR24455405,IO56K101FY,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC01
2025-10-14,55UA84006LB.UPEFLWK,510ONGE07271,EAJ30028801,R7B9X5J2E300288015D1E,---,LR5LC659207610490,EBR24455405,IO56K101FW,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC89
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07273,EAJ30028801,R7B9VZJ2E300288015D1E,---,LR57C659207610953,EBR24455405,IO56K1018N,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFBF3
2025-10-14,55UA84006LB.UPEFLWK,510ONMP07275,EAJ30028801,R7B9VQJ2E300288015D1E,---,LR5LC659207610502,EBR24455405,IO56K10190,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFD94
2025-10-14,55UA84006LB.UPEFLWK,510ONBL07285,EAJ30028801,R7B9HVJ2E300288015D1E,---,LR5LC659207610968,EBR24455405,IO56K1016Z,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46B29
2025-10-14,55UA84006LB.UPEFLWK,510ONNB07279,EAJ30028801,R7B9VDJ2E300288015D1E,---,LR5LC659207610608,EBR24455405,IO56K101AB,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFDC6
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07281,EAJ30028801,R7B9V8J2E300288015D1E,---,LR5LC659207610780,EBR24455405,IO56K10180,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFCBA
2025-10-14,55UA84006LB.UPEFLWK,510ONFJ07283,EAJ30028801,R7B9J4J2E300288015D1E,---,LR5LC659207610516,EBR24455405,IO56K100E3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482AA
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07284,EAJ30028801,R7B9HTJ2E300288015D1E,---,LR5LC659207610526,EBR24455405,IO56K1016T,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46B74
2025-10-14,55UA84006LB.UPEFLWK,510ONRS07286,EAJ30028801,R7B9HRJ2E300288015D1E,---,LR5LC659207611086,EBR24455405,IO56K1014K,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46DF0
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07287,EAJ30028801,R7B9HNJ2E300288015D1E,---,LR5G7659207612645,EBR24455405,IO56K100KU,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47E04
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07294,EAJ30028801,R7B9GBJ2E300288015D1E,---,LR5G7659207612640,EBR24455405,IO56K10126,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47053
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07288,EAJ30028801,R7B9HGJ2E300288015D1E,---,LR5G7659207612648,EBR24455405,IO56K100K2,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47E86
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07290,EAJ30028801,R7B9HEJ2E300288015D1E,---,LR5G7659207612519,EBR24455405,IO56K100DY,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482DA
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07292,EAJ30028801,R7B9FUJ2E300288015D1E,---,LR5G7659207612630,EBR24455405,IO56K100E1,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482E5
2025-10-14,55UA84006LB.UPEFLWK,510ONKW07301,EAJ30028801,R7B9FWJ2E300288015D1E,---,LR5G7659207612517,EBR24455405,IO56K10181,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFD44
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07297,EAJ30028801,R7B9G6J2E300288015E1E,---,LR5G7659207612514,EBR24455405,IO56K101FE,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFCCB
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07298,EAJ30028801,R7B9G3J2E300288015E1E,---,LR5G7659207612518,EBR24455405,IO56K10177,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46B8C
2025-10-14,55UA84006LB.UPEFLWK,510ONNB07303,EAJ30028801,R7BAG8J2E300288015D1E,---,LR5LC659207611060,EBR24455405,IO56K1013V,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46F01
2025-10-14,55UA84006LB.UPEFLWK,510ONBL07309,EAJ30028801,R7BAG1J2E300288015D1E,---,LR5G7659207612532,EBR24455405,IO56K1014R,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46DDF
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07316,EAJ30028801,R7BAQAJ2E300288015E1E,---,LR5LC659207611340,EBR24455405,IO56K100CJ,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482A5
2025-10-14,55UA84006LB.UPEFLWK,510ONXA07306,EAJ30028801,R7BAGCJ2E300288015D1E,---,LR5G7659207612534,EBR24455405,IO56K1017X,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E1D
2025-10-14,55UA84006LB.UPEFLWK,510ONGE07319,EAJ30028801,R7BAQ2J2E300288015E1E,---,LR5LC659207611083,EBR24455405,IO56K100VJ,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4779C
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07311,EAJ30028801,R7BAFRJ2E300288015D1E,---,LR5G7659207612636,EBR24455405,IO56K100WP,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476B8
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07314,EAJ30028801,R7BAQKJ2E300288015E1E,---,LR5LC659207611791,EBR24455405,IO56K100WG,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476D1
2025-10-14,55UA84006LB.UPEFLWK,510ONCD07315,EAJ30028801,R7BAQDJ2E300288015E1E,---,LR5LC659207611023,EBR24455405,IO56K1014S,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46DCA
2025-10-14,55UA84006LB.UPEFLWK,510ONLQ07320,EAJ30028801,R7BAPZJ2E300288015E1E,---,LR5LC659207611053,EBR24455405,IO56K100EM,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482EF
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07370,EAJ30028801,R7BB8LJ2E300288015D1E,---,LR5LC659207611373,EBR24455405,IO56K100VP,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4777C
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07324,EAJ30028801,R7BANKJ2E300288015D1E,---,LR5KC659207610119,EBR24455405,IO56K100WL,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476C2
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07322,EAJ30028801,R7BANNJ2E300288015D1E,---,LR5LC659207611091,EBR24455405,IO56K100EB,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482B4
2025-10-14,55UA84006LB.UPEFLWK,510ONKW07325,EAJ30028801,R7BANBJ2E300288015D1E,---,LR5G7659207612526,EBR24455405,IO56K100GG,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48062
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07328,EAJ30028801,R7BAN5J2E300288015D1E,---,LR5G7659207612533,EBR24455405,IO56K10182,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFD4E
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07329,EAJ30028801,R7BAMXJ2E300288015D1E,---,LR5LC659207611092,EBR24455405,IO56K1017F,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46BF9
2025-10-14,55UA84006LB.UPEFLWK,510ONXA07330,EAJ30028801,R7BAMUJ2E300288015D1E,---,LR56Y659207612500,EBR24455405,IO56K1010R,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB472AC
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07332,EAJ30028801,R7BAHNJ2E300288015D1E,---,LR5LC659207611056,EBR24455405,IO56K100EU,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48252
2025-10-14,55UA84006LB.UPEFLWK,510ONBL07333,EAJ30028801,R7BAHHJ2E300288015D1E,---,LR5LC659207610508,EBR24455405,IO56K1014C,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E34
2025-10-14,55UA84006LB.UPEFLWK,510ONZU07341,EAJ30028801,R7BAGJJ2E300288015D1E,---,LR5MC659207611697,EBR24455405,IO56K100ET,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4824A
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07345,EAJ30028801,R7B9DFJ2E300288015D1E,---,LR5MC659207610123,EBR24455405,IO56K1013B,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46F97
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07336,EAJ30028801,R7BAHCJ2E300288015D1E,---,LR5LC659207611078,EBR24455405,IO56K100F9,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48162
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07338,EAJ30028801,R7BAGXJ2E300288015D1E,---,LR5HC659207613777,EBR24455405,IO56K100H5,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4816E
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07340,EAJ30028801,R7BAGSJ2E300288015D1E,---,LR5LC659207611269,EBR24455405,IO56K100EX,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48258
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07380,EAJ30028801,R7BB7XJ2E300288015D1E,---,LR5LC659207611417,EBR24455405,IO56K10174,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46C00
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07383,EAJ30028801,R7C2FAJ2E300288015D1E,---,LR5LC659207611405,EBR24455405,IO56K1016V,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46EBB
2025-10-14,55UA84006LB.UPEFLWK,510ONCD07387,EAJ30028801,R7C2F4J2E300288015D1E,---,LR57C659207612942,EBR24455405,IO56K100W4,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4770F
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07342,EAJ30028801,R7BB7QJ2E300288015D1E,---,LR5MC659207611653,EBR24455405,IO56K100FB,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48139
2025-10-14,55UA84006LB.UPEFLWK,510ONKW07349,EAJ30028801,R7BB7AJ2E300288015D1E,---,LR5MC659207610106,EBR24455405,IO56K100R9,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47A70
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07353,EAJ30028801,R7BB67J2E300288015E1E,---,LR5MC659207610111,EBR24455405,IO56K100P6,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47C6B
2025-10-14,55UA84006LB.UPEFLWK,510ONUH07350,EAJ30028801,R7BB74J2E300288015D1E,---,LR5MC659207610115,EBR24455405,IO56K100QB,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47B1A
2025-10-14,55UA84006LB.UPEFLWK,510ONNB07351,EAJ30028801,R7BB71J2E300288015D1E,---,LR5MC659207611675,EBR24455405,IO56K100RF,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47A53
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07352,EAJ30028801,R7BB5HJ2E300288015E1E,---,LR5MC659207610120,EBR24455405,IO56K100DF,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48330
2025-10-14,55UA84006LB.UPEFLWK,510ONXA07354,EAJ30028801,R7BB62J2E300288015E1E,---,LR5MC659207611841,EBR24455405,IO56K100RC,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47A6D
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07372,EAJ30028801,R7BB8JJ2E300288015D1E,---,LR5LC659207611431,EBR24455405,IO56K100X1,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4777F
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07360,EAJ30028801,R7BB5KJ2E300288015E1E,---,LR56Y659207611668,EBR24455405,IO56K100HF,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47FC1
2025-10-14,55UA84006LB.UPEFLWK,510ONHT07361,EAJ30028801,R7BB5MJ2E300288015E1E,---,LR5MC659207612796,EBR24455405,IO56K101A3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFCF8
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07366,EAJ30028801,R7BB8XJ2E300288015D1E,---,LR4WZ659207610041,EBR24455405,IO56K100Q8,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47B25
2025-10-14,55UA84006LB.UPEFLWK,510ONCD07363,EAJ30028801,R7BB94J2E300288015D1E,---,LR5MC659207611696,EBR24455405,IO56K101FV,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC96
2025-10-14,55UA84006LB.UPEFLWK,510ONLQ07368,EAJ30028801,R7BB8VJ2E300288015D1E,---,LR5MC659207611654,EBR24455405,IO56K100M3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47D3C
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07369,EAJ30028801,R7BB8NJ2E300288015D1E,---,LR5LC659207612161,EBR24455405,IO56K100JG,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47EF6
2025-10-14,55UA84006LB.UPEFLWK,510ONNB07375,EAJ30028801,R7BB87J2E300288015D1E,---,LR5LC659207611794,EBR24455405,IO56K1014V,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E8B
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07377,EAJ30028801,R7BB86J2E300288015D1E,---,LR5LC659207611420,EBR24455405,IO56K100WT,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4770C
2025-10-14,55UA84006LB.UPEFLWK,510ONBL07381,EAJ30028801,R7BB7SJ2E300288015D1E,---,LR57C659207612542,EBR24455405,IO56K100VW,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47743
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07384,EAJ30028801,R7C2F7J2E300288015D1E,---,LR57C659207612944,EBR24455405,IO56K100W6,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47737
2025-10-14,55UA84006LB.UPEFLWK,510ONHT07385,EAJ30028801,R7C2E1J2E300288015D1E,---,LR5LC659207611371,EBR24455405,IO56K1016K,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46B98
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07386,EAJ30028801,R7C2F6J2E300288015D1E,---,LR5LC659207611943,EBR24455405,IO56K100W8,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47706
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07388,EAJ30028801,R7C2F1J2E300288015D1E,---,LR5LC659207612562,EBR24455405,IO56K1019J,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFE01
2025-10-14,55UA84006LB.UPEFLWK,510ONGE07391,EAJ30028801,R7C2DVJ2E300288015D1E,---,LR5LC659207611368,EBR24455405,IO56K1017G,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46EB2
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07393,EAJ30028801,R7C2E6J2E300288015D1E,---,LR5LC659207611393,EBR24455405,IO56K100WA,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476E9
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07401,EAJ30028801,R7C2EJJ2E300288015D1E,---,LR5LC659207611212,EBR24455405,IO56K100WE,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476EC
2025-10-14,55UA84006LB.UPEFLWK,510ONXA07402,EAJ30028801,R7B98CJ2E300288015E1E,---,LR5LC659207611230,EBR24455405,IO56K1017H,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E95
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07407,EAJ30028801,R7B97XJ2E300288015E1E,---,LR5LC659207612209,EBR24455405,IO56K100GY,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4800B
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07412,EAJ30028801,R7B8WNJ2E300288015D1E,---,LR5LC659207611209,EBR24455405,IO56K100GV,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48022
2025-10-14,55UA84006LB.UPEFLWK,510ONZU07413,EAJ30028801,R7B8WLJ2E300288015D1E,---,LR5LC659207611451,EBR24455405,IO56K100GW,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4801D
2025-10-14,55UA84006LB.UPEFLWK,510ONRS07430,EAJ30028801,R7B90QJ2E300288015D1E,---,LR5LC659207611463,EBR24455405,IO56K100R5,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47A94
2025-10-14,55UA84006LB.UPEFLWK,510ONCD07435,EAJ30028801,R7B8ZBJ2E300288015D1E,---,LR5LC659207611502,EBR24455405,IO56K100RE,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47A59
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07417,EAJ30028801,R7B8W4J2E300288015D1E,---,LR5LC659207611170,EBR24455405,IO56K100E9,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482A3
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07420,EAJ30028801,R7B8VYJ2E300288015D1E,---,LR57C659207612525,EBR24455405,IO56K100WS,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476F7
2025-10-14,55UA84006LB.UPEFLWK,510ONKW07421,EAJ30028801,R7B8VSJ2E300288015D1E,---,LR5LC659207611401,EBR24455405,IO56K100N2,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47C64
2025-10-14,55UA84006LB.UPEFLWK,510ONUH07422,EAJ30028801,R7B91JJ2E300288015D1E,---,LR5LC659207611261,EBR24455405,IO56K100MW,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47C9A
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07448,EAJ30028801,R7B96MJ2E300288015D1E,---,LR5G7659207613576,EBR24455405,IO56K100UC,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4785E
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07431,EAJ30028801,R7B90TJ2E300288015D1E,---,LR5MC659207613303,EBR24455405,IO56K100NW,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47C0B
